answer|answerValue|victory|guesses|values|rounds
tried|7074|true|cares, pried, tried|11687, 7111, 7074|3
tripe|5902|true|cares, brine, pride, tripe|11687, 6522, 6011, 5902|4
trite|6471|true|cares, brine, pride, write, trite|11687, 6522, 6011, 6003, 6471|5
troll|4973|true|cares, briny, proud, froth, troll|11687, 6241, 4869, 4724, 4973|5
troop|4441|true|cares, briny, proud, tromp, troop|11687, 6241, 4869, 4081, 4441|5
trope|5822|true|cares, brine, prole, trope|11687, 6522, 6324, 5822|4
trout|4871|true|cares, briny, proud, grout, trout|11687, 6241, 4869, 4660, 4871|5
trove|5556|false|cares, brine, prole, wrote, troke, trode|11687, 6522, 6324, 5923, 5912, 5894|6
truce|5512|true|cares, price, truce|11687, 6034, 5512|3
truck|3938|true|cares, pricy, broch, truck|11687, 5753, 4598, 3938|4
truer|6533|true|cares, pried, gruel, truer|11687, 7111, 6069, 0|4
truly|5601|true|cares, briny, truly|11687, 6241, 5601|3
trump|3676|true|cares, briny, proud, trump|11687, 6241, 4869, 3676|4
trunk|4345|true|cares, briny, front, trunk|11687, 6241, 5128, 4345|4
truss|7684|true|cares, brits, trons, trugs, truss|11687, 8637, 8372, 7496, 7684|5
trust|4670|true|cares, brosy, grist, frust, trust|11687, 5878, 4944, 4440, 4670|5
truth|4549|true|cares, briny, proud, truth|11687, 6241, 4869, 0|4
tryst|4080|true|cares, brosy, tryst|11687, 5878, 0|3
tubal|4598|true|cares, today, tilak, tubal|11687, 6706, 5118, 4598|4
tuber|6259|true|cares, boner, giber, tuber|11687, 8090, 6260, 6259|4
tulip|4538|true|cares, ponty, tulip|11687, 7181, 4538|3
tulle|6176|true|cares, boite, tuple, tulle|11687, 7757, 5638, 0|4
tumor|4624|true|cares, minor, tumor|11687, 5203, 4624|3
tunic|4636|true|cares, tonic, tunic|11687, 5638, 4636|3
turbo|4412|true|cares, borty, turbo|11687, 7520, 4412|3
tutor|4779|true|cares, minor, pudor, tutor|11687, 5203, 4554, 0|4
twang|3868|true|cares, goaty, thang, twang|11687, 7373, 4351, 3868|4
tweak|3839|true|cares, zoeal, wheat, tweak|11687, 5411, 4462, 3839|4
tweed|5816|true|cares, boney, piled, muted, tewed, tweed|11687, 8870, 7132, 6486, 6717, 5816|6
tweet|5855|true|cares, boney, piled, fumet, tweet|11687, 8870, 7132, 6304, 5855|5
twice|4997|true|cares, bonce, dulce, twice|11687, 7069, 5638, 4997|4
twine|5404|true|cares, boite, tuile, thine, twine|11687, 7757, 6533, 5887, 5404|5
twirl|3991|true|cares, loury, thirl, twirl|11687, 6408, 4474, 3991|4
twist|4155|true|cares, bousy, midst, whist, twist|11687, 6641, 4517, 4170, 4155|5
twixt|3483|true|cares, ponty, tumid, thilk, twixt|11687, 7181, 4888, 4276, 3483|5
tying|3729|true|cares, ponty, tying|11687, 7181, 3729|3
udder|4321|true|cares, boner, piler, muter, urger, udder|11687, 8090, 7076, 6430, 5390, 4321|6
ulcer|5100|true|cares, dicer, pucer, ulcer|11687, 6359, 6352, 5100|4
ultra|3464|true|cares, moira, tugra, ultra|11687, 6107, 4383, 3464|4
umbra|2455|true|cares, moira, umbra|11687, 6107, 2455|3
uncle|3981|true|cares, locie, uncle|11687, 6472, 3981|3
uncut|2565|true|cares, pocky, mucid, uncut|11687, 6047, 4600, 0|4
under|4649|true|cares, boner, inter, under|11687, 8090, 4888, 4649|4
undid|3098|true|cares, ponty, unlid, unbid, undid|11687, 7181, 3593, 3025, 3098|5
undue|3548|true|cares, boite, munge, undue|11687, 7757, 5721, 0|4
unfed|4443|true|cares, boney, unlet, unwed, unked, unfed|11687, 8870, 5239, 4537, 4524, 4443|6
unfit|2875|true|cares, ponty, unlit, unwit, unfit|11687, 7181, 3632, 2969, 2875|5
unify|3904|true|cares, ponty, unify|11687, 7181, 3904|3
union|3461|true|cares, ponty, ungod, unbox, union|11687, 7181, 2856, 1954, 3461|5
unite|4954|true|cares, boite, flite, quite, unite|11687, 7757, 5934, 5774, 4954|5
unity|4673|true|cares, ponty, unity|11687, 7181, 4673|3
unlit|3632|true|cares, ponty, unlit|11687, 7181, 3632|3
unmet|4851|true|cares, boney, unlet, unmet|11687, 8870, 5239, 4851|4
unset|4892|true|cares, posey, bused, unset|11687, 8299, 6654, 4892|4
untie|4365|true|cares, boite, untie|11687, 7757, 4365|3
until|3051|true|cares, ponty, until|11687, 7181, 3051|3
unwed|4537|true|cares, boney, unlet, unwed|11687, 8870, 5239, 4537|4
unzip|2048|true|cares, ponty, unzip|11687, 7181, 2048|3
upper|4466|true|cares, boner, piler, upter, upper|11687, 8090, 7076, 4771, 4466|5
upset|4752|true|cares, posey, upset|11687, 8299, 4752|3
urban|3718|true|cares, broad, urban|11687, 5704, 3718|3
urine|5662|true|cares, brine, trine, urine|11687, 6522, 6404, 5662|4
usage|4319|true|cares, tsade, usage|11687, 5102, 4319|3
usher|3990|true|cares, osier, usher|11687, 5259, 3990|3
using|2802|true|cares, psion, using|11687, 3917, 2802|3
usual|3032|true|cares, psoai, usual|11687, 3875, 0|3
usurp|2237|true|cares, usury, usurp|11687, 0, 0|3
utile|4734|true|cares, boite, utile|11687, 7757, 4734|3
utter|4795|true|cares, boner, piler, muter, utter|11687, 8090, 7076, 6430, 4795|5
vague|5712|true|cares, daine, haole, taupe, vague|11687, 7596, 7241, 6777, 5712|5
valet|7437|true|cares, waney, baled, palet, valet|11687, 8476, 8195, 8153, 7437|5
valid|5791|true|cares, banty, halid, valid|11687, 7454, 6064, 5791|4
valor|5527|true|cares, manor, gator, valor|11687, 6185, 5762, 5527|4
value|6241|true|cares, daine, haole, value|11687, 7596, 7241, 6241|4
valve|5960|true|cares, daine, haole, value, valve|11687, 7596, 7241, 6241, 5960|5
vapid|5253|true|cares, banty, halid, pavid, vapid|11687, 7454, 6064, 5836, 5253|5
vapor|4989|true|cares, manor, gator, valor, vapor|11687, 6185, 5762, 5527, 4989|5
vault|5597|false|cares, banty, dault, gault, fault, hault|11687, 7454, 6108, 6065, 6046, 5870|6
vaunt|5634|false|cares, banty, paint, daunt, taunt, gaunt|11687, 7454, 6835, 6145, 6313, 6102|6
vegan|4483|true|cares, belay, menad, pekan, vegan|11687, 6814, 5951, 5052, 4483|5
venom|4312|true|cares, benty, denim, genom, venom|11687, 6757, 5031, 4780, 4312|5
venue|5687|true|cares, benty, denim, pengo, venue|11687, 6757, 5031, 4920, 5687|5
verge|5961|false|cares, derny, merit, berko, ferer, gerle|11687, 6662, 6049, 5318, 7495, 6863|6
verse|6149|true|cares, perst, wersh, verso, verse|11687, 5899, 4923, 4650, 6149|5
verso|4650|true|cares, perst, wersh, verso|11687, 5899, 4923, 4650|4
verve|5664|false|cares, derny, merit, berko, ferer, gerle|11687, 6662, 6049, 5318, 7495, 6863|6
vicar|4440|true|cares, vicar|11687, 4440|2
video|5427|true|cares, boney, video|11687, 8870, 5427|3
vigil|3971|true|cares, ponty, build, vigil|11687, 7181, 5646, 0|4
vigor|4016|true|cares, minor, livor, vigor|11687, 5203, 4254, 4016|4
villa|4507|true|cares, gonia, milpa, wilja, villa|11687, 6013, 4557, 3816, 4507|5
vinyl|3716|true|cares, ponty, vinyl|11687, 7181, 3716|3
viola|4784|true|cares, gonia, biota, viola|11687, 6013, 5685, 4784|4
viper|5822|false|cares, boner, piler, wiper, piper, riper|11687, 8090, 7076, 6033, 6538, 6270|6
viral|5100|true|cares, moray, buran, viral|11687, 7438, 5713, 5100|4
virus|7708|false|cares, borts, pirns, dirls, siris, girrs|11687, 9849, 8911, 8669, 9909, 8564|6
visit|4501|true|cares, bosky, musit, visit|11687, 6293, 4804, 0|4
visor|4198|true|cares, visor|11687, 4198|2
vista|4264|true|cares, hosta, vista|11687, 5327, 4264|3
vital|4466|true|cares, today, witan, vital|11687, 6706, 4705, 4466|4
vivid|4138|true|cares, ponty, build, vivid|11687, 7181, 5646, 0|4
vixen|5320|true|cares, boney, limen, given, vixen|11687, 8870, 6127, 5932, 5320|5
vocal|4977|true|cares, focal, vocal|11687, 5426, 4977|3
vodka|4427|true|cares, gonia, doula, vodka|11687, 6013, 5680, 4427|4
vogue|5520|true|cares, boite, poule, vogue|11687, 7757, 7087, 5520|4
voice|6486|true|cares, bonce, dolce, voice|11687, 7069, 6640, 6486|4
voila|5654|true|cares, gonia, voila|11687, 6013, 5654|3
vomit|5250|true|cares, ponty, doilt, vomit|11687, 7181, 6401, 5250|4
voter|6917|false|cares, boner, goier, poler, wooer, toter|11687, 8090, 7975, 7866, 7638, 7596|6
vouch|4564|false|cares, poncy, botch, mouch, couch, gouch|11687, 6707, 5256, 5079, 5399, 5032|6
vowel|6234|true|cares, boney, poled, motel, hovel, vowel|11687, 8870, 7922, 7179, 6499, 6234|6
vying|3050|false|cares, ponty, dying, lying, hying, nying|11687, 7181, 3561, 3430, 3323, 3127|6
wacky|5734|true|cares, tacky, wacky|11687, 6202, 5734|3
wafer|6796|false|cares, baler, pater, gamer, darer, farer|11687, 8139, 7825, 7422, 8254, 8192|6
wager|7024|false|cares, baler, pater, gamer, gager, rager|11687, 8139, 7825, 7422, 7281, 7261|6
wagon|4984|true|cares, banty, gamin, wagon|11687, 7454, 5590, 4984|4
waist|6047|true|cares, daisy, maist, waist|11687, 7032, 6351, 6047|4
waive|6528|true|cares, daine, maile, waite, waive|11687, 7596, 7563, 7363, 6528|5
waltz|5096|true|cares, banty, faith, waltz|11687, 7454, 6164, 5096|4
warty|7126|true|cares, barny, party, warty|11687, 7645, 7631, 7126|4
waste|6659|true|cares, baste, paste, haste, taste, waste|11687, 7245, 7164, 6721, 7127, 6659|6
watch|4862|false|cares, talcy, batch, patch, catch, match|11687, 6719, 5448, 5367, 5486, 5166|6
water|7320|false|cares, baler, pater, mater, tater, dater|11687, 8139, 7825, 7624, 7788, 7620|6
waver|6882|false|cares, baler, pater, gamer, darer, farer|11687, 8139, 7825, 7422, 8254, 8192|6
waxen|6513|true|cares, waney, waken, waxen|11687, 8476, 6652, 6513|4
weary|6445|true|cares, teary, deary, leary, weary|11687, 6913, 6745, 6614, 6445|5
weave|6057|true|cares, beaty, heald, weave|11687, 7197, 5845, 0|4
wedge|5276|true|cares, benty, geoid, wedge|11687, 6757, 5839, 0|4
weedy|5630|false|cares, benty, veily, deoxy, deedy, heedy|11687, 6757, 6070, 5583, 5930, 5692|6
weigh|4691|true|cares, benty, geoid, weigh|11687, 6757, 5839, 4691|4
weird|5495|true|cares, henry, weird|11687, 6067, 5495|3
welch|4398|true|cares, bench, teuch, felch, welch|11687, 5127, 4738, 4636, 4398|5
welsh|4522|true|cares, deist, mensh, welsh|11687, 5650, 4969, 4522|4
wench|4541|true|cares, bench, tench, dench, hench, wench|11687, 5127, 5009, 4841, 4603, 4541|6
whack|3664|true|cares, poach, thack, whack|11687, 5991, 4132, 3664|4
whale|5608|false|cares, poake, diane, blate, veale, quale|11687, 7423, 6840, 6508, 6577, 5896|6
wharf|3708|true|cares, goary, liart, pharm, wharf|11687, 7207, 5644, 4329, 3708|5
wheat|4462|true|cares, zoeal, wheat|11687, 5411, 4462|3
wheel|5522|true|cares, boney, piled, kugel, tewel, wheel|11687, 8870, 7132, 5477, 6408, 5522|6
whelp|3381|true|cares, goety, bield, whelk, whelm, whelp|11687, 6889, 5600, 3550, 3402, 3381|6
where|5062|true|cares, fiery, blert, quern, deere, where|11687, 5914, 4892, 4064, 6542, 5062|6
which|3575|true|cares, poncy, mulct, which|11687, 6707, 4676, 0|4
whiff|2879|true|cares, ponty, build, whizz, whiff|11687, 7181, 5646, 0, 2879|5
while|5382|true|cares, boite, guile, while|11687, 7757, 6322, 5382|4
whine|5419|true|cares, boite, guile, whine|11687, 7757, 6322, 5419|4
whiny|5138|true|cares, ponty, bliny, whiny|11687, 7181, 5934, 5138|4
whirl|4006|true|cares, loury, thirl, whirl|11687, 6408, 4474, 4006|4
whisk|3562|true|cares, bousy, midst, glisk, whisk|11687, 6641, 4517, 4029, 3562|5
white|5486|true|cares, boite, flite, quite, white|11687, 7757, 5934, 5774, 5486|5
whole|5302|true|cares, boite, phone, dhole, whole|11687, 7757, 5844, 5602, 5302|5
whoop|3456|true|cares, ponty, whomp, whoop|11687, 7181, 3096, 0|4
whose|5056|true|cares, poise, those, whose|11687, 7326, 5524, 5056|4
widen|5851|true|cares, boney, limen, given, widen|11687, 8870, 6127, 5932, 5851|5
wider|6076|false|cares, boner, piler, timer, direr, rider|11687, 8090, 7076, 6651, 7272, 6313|6
widow|3457|true|cares, ponty, buxom, widow|11687, 7181, 3654, 0|4
width|4092|true|cares, ponty, filth, width|11687, 7181, 4825, 4092|4
wield|5014|true|cares, goety, bield, field, wield|11687, 6889, 5600, 5252, 5014|5
wight|3755|false|cares, ponty, built, might, tight, dight|11687, 7181, 5685, 4059, 4223, 4055|6
willy|5639|false|cares, ponty, bilgy, milky, dilly, filly|11687, 7181, 5791, 5568, 5939, 5877|6
wimpy|4786|true|cares, ponty, gilpy, wimpy|11687, 7181, 5431, 4786|4
wince|5693|true|cares, bonce, mince, wince|11687, 7069, 5997, 5693|4
winch|4256|false|cares, poncy, bunch, ginch, cinch, finch|11687, 6707, 4630, 4513, 4880, 4494|6
windy|5389|true|cares, ponty, bingy, dinky, lindy, windy|11687, 7181, 5934, 5707, 5558, 5389|6
wiser|6224|true|cares, poser, miser, wiser|11687, 7519, 6528, 6224|4
wispy|4827|false|cares, bosky, misty, dishy, sissy, pissy|11687, 6293, 5700, 4922, 6481, 5551|6
witch|3880|false|cares, poncy, mulct, bitch, titch, ditch|11687, 6707, 4676, 4466, 4348, 4180|6
witty|5510|true|cares, ponty, milty, wifty, witty|11687, 7181, 6047, 4986, 5510|5
woken|6460|false|cares, boney, moten, loden, hogen, woven|11687, 8870, 7207, 6810, 6669, 6465|6
woman|5340|true|cares, today, monal, woman|11687, 6706, 6147, 5340|4
women|6748|true|cares, boney, moten, women|11687, 8870, 7207, 6748|4
woody|6313|true|cares, ponty, doily, howdy, woody|11687, 7181, 7086, 5435, 6313|5
wooer|7638|true|cares, boner, goier, poler, wooer|11687, 8090, 7975, 7866, 7638|5
wooly|6706|true|cares, ponty, doily, jowly, wooly|11687, 7181, 7086, 5492, 6706|5
woozy|5919|true|cares, ponty, doily, womby, woofy, woozy|11687, 7181, 7086, 5375, 6041, 5919|6
wordy|6437|true|cares, borty, porny, dorky, lordy, wordy|11687, 7520, 7372, 6755, 6606, 6437|6
world|6106|true|cares, borty, porin, world|11687, 7520, 6435, 6106|4
worry|6768|true|cares, borty, porny, dorky, lorry, worry|11687, 7520, 7372, 6755, 6937, 6768|6
worse|6865|false|cares, torse, morse, dorse, gorse, horse|11687, 7333, 7169, 7165, 7122, 6927|6
worst|5899|true|cares, gorsy, horst, worst|11687, 6841, 5961, 5899|4
worth|5778|true|cares, borty, forth, worth|11687, 7520, 6016, 5778|4
would|5577|true|cares, ponty, mould, would|11687, 7181, 5881, 5577|4
wound|5614|false|cares, ponty, bound, mound, found, lound|11687, 7181, 6200, 5918, 5852, 5783|6
woven|6465|true|cares, boney, moten, loden, hogen, woven|11687, 8870, 7207, 6810, 6669, 6465|6
wrack|4181|false|cares, bract, oracy, drack, crack, frack|11687, 5375, 5281, 4481, 4805, 4419|6
wrath|4792|true|cares, praty, frati, wrath|11687, 6453, 4812, 4792|4
wreak|4371|true|cares, bread, great, freak, wreak|11687, 5526, 5236, 4609, 4371|5
wreck|3697|true|cares, treck, dreck, wreck|11687, 4165, 3997, 3697|4
wrest|4429|true|cares, prest, drest, wrest|11687, 4934, 4729, 4429|4
wring|4174|true|cares, briny, print, grind, wring|11687, 6241, 5475, 5188, 4174|5
wrist|4687|true|cares, brosy, grist, frist, trist, wrist|11687, 5878, 4944, 4925, 5155, 4687|6
write|6003|true|cares, brine, pride, write|11687, 6522, 6011, 6003|4
wrong|4094|true|cares, briny, front, pronk, wrong|11687, 6241, 5128, 4787, 4094|5
wrote|5923|true|cares, brine, prole, wrote|11687, 6522, 6324, 5923|4
wrung|3689|true|cares, briny, front, grund, wrung|11687, 6241, 5128, 4703, 3689|5
wryly|4543|true|cares, briny, truly, wryly|11687, 6241, 5601, 0|4
yacht|4445|true|cares, tacky, yacht|11687, 6202, 4445|3
yearn|5131|true|cares, teary, yeard, yearn|11687, 6913, 5412, 5131|4
yeast|5267|true|cares, beast, feast, least, heast, yeast|11687, 6162, 5814, 5745, 5638, 5267|6
yield|4705|true|cares, goety, yield|11687, 6889, 4705|3
young|4548|true|cares, ponty, young|11687, 7181, 4548|3
youth|4940|true|cares, ponty, youth|11687, 7181, 4940|3
zebra|3985|true|cares, lepra, hejra, zebra|11687, 4572, 4092, 3985|4
zesty|5293|true|cares, pesty, festy, zesty|11687, 6186, 5919, 5293|4
zonal|5455|true|cares, today, monal, zonal|11687, 6706, 6147, 5455|4
